CTGF,CA12,C3orf37,CDC6,CDCA5,EEF1D,APLP2,C1orf106,CCND3,AQP3,EPN3,PPP1CA,FOSB,MAL2,HYOU1,,B4GALT2,PUF60,EIF2S1,CATSPERB,CASC3,BNIP3,CD47,C19orf66,ELMO3,TNF,AHSA1,BDNF,ARL1,DDB2,HSP90AA1,BAX,CKS2,ATP6AP1,CTSL2,TYMS,C10orf26,BYSL,CCNE1,TRRAP,STAT1,C3,NDC80,SBK1,EBF3,DYRK2,CFLAR,ANGPTL4,CSF3
EFEMP1,CENPE,CDK9,CDC7,GINS2,FOXN2,AR,DOCK1,CCNE2,ARFGEF1,ESR1,TIAM1,EGR1,,IFRD1,,MTA2,NCS1,EIF4E,CDR2L,WIPF2,BNIP3L,CFLAR,C1orf38,ERBB2,SIM2,AK2,BLMH,ARL15,FOXM1,HSPA1A,BID,CRY1,BBS1,CCT5,UBEC2,GNB2L1,CCL20,CCT6A,,,CARS,USP22,FAM173A,SLC26A5,DYRK3,CXCL1,DDIT4,CTGF
FARP1,CYP1A1,CETN2,CDK5R1,ORC6,IGL,ARL4D,DDX19A,CCNO,ARHGAP12,FBP1,SCG3,CYR61,,KLHL24,,LRRC14,MTHFD1L,GART,CEACAM7,MED24,BTG1,CTNNBL1,CD2AP,ERBB3,OAS1,AKAP1,BNIP3L,AUH,GATA3,HSPA6,BRD2,CTPS,BTF3,MIS18A,,STOX2,CCNA1,CDK1,,,CHD1,,AGRN,RNF24,EPHA2,CXCL10,FLVCR2,DMBT1
GNAL,ETV1,CFI,CHAF1B,KIF18A,IRF5,RND3,MAGEA8,CD24,ARHGAP29,FOXA1,NEK4,EGR2,,MAP1LC3B,,TOMM40,FBXL6,MSH6,CLN3,PSMD3,CCNG2,CXCL10,CD47,FLOT1,FGB,ANAPC1,C1QBP,AZGP1,KIFC1,HSPH1,BTN3A2,DHFR,C19orf6,RAD51,,FSCN2,CCNE1,CDC6,,,CLPX,,PKP3,CNPY4,FGF18,CXCL5,RRAGD,ARID3A
GPRC5B,ETV5,COL6A3,COCH,PBK,KCNN4,ARHGAP1,CHST8,CDKN1B,ARL6IP1,FRAT1,BAK1,KLF2,,NFE2L1,,NOP56,NDUFAF4,HCCS,COL15A1,GRB7,CITED2,DDX58,CTRL,GAA,TNS4,APEX1,SERPING1,B9D1,MAD2L1,MAGED1,C11orf75,DTYMK,C6orf211,MCM7,,RPS23,CCNE2,CDC20,,,CSDA,,C8orf38,ANTXR2,FOSB,CYLD,,DSC3
GRB7,FN1,CRLF3,CSPG5,FBXO5,MYBL1,ARSB,VPS4A,CDKN2C,ARL8B,GATA3,NRAS,PPP1R15A,,SAT1,,ZMYND11,MRPS17,HDAC2,COL9A2,ERBB2,DARS,DDX60,CXCL10,GATA3,GLRX,ATIC,CALD1,BBS1,MCM3,MICB,CALU,DUSP6,C8orf4,GINS2,,PTEN,CDC7,CDC25B,,,CTSB,,BEX5,CNTN4,FURIN,DDX58,,ELANE
GSTM1,FUT5,CRYZ,DNMT1,C15orf42,MYC,ALDH7A1,BYSL,CEBPA,ARPC5,GPD1L,TMEM98,EGR3,,SDF2L1,,STIP1,WDR12,HPRT1,CPD,MED1,DHX32,DNPEP,CXCL11,GDI1,MAP7,ATR,CAPG,BTF3,MKI67,MSH6,CAMKK2,E2F1,CA12,C20orf24,,Gcom1,CDC73,CDKN2A,,,CTSL1,,GSTO2,RBPMS2,GADD45B,DNAJA1,,EYA4
GSTM2,NPBWR1,CYB5R3,DONSON,MND1,SLC11A2,BMI1,ADRA2C,CEP76,ARTN,HIF1AN,WDHD1,,,SEC63,,GAL,KLHL7,DNAJA1,CRAT,RPL19,EGLN1,FST,CXCL9,GPI,HS3ST3B1,BAG2,SCARB1,C11orf58,NUDT1,PCNA,CAPRIN1,EBF1,CBWD1,PSMA7,,DKK3,CEBPB,CDKN3,,,CXCL5,,OCIAD2,ALG1L,HES1,FZR1,,F3
HADH,NR3C1,DPYSL2,DSCC1,PBX4,OGG1,BMP7,PLCXD1,CMAS,ASB1,IDE,TFAP2C,,,SEL1L,,MTFP1,CMC2,HSPD1,CRTAM,RARA,ENO2,GBP1,DDX58,HCFC1R1,BDKRB2,BCS1L,CD59,C12orf10,MYBL2,SCD,CASP8AP2,ETV5,CBWD5,ADRM1,,PDGFRB,CSE1L,CENPA,,,EFNB2,,DNAH14,KCNT2,HEY1,GATA6,,FABP4
HLA-A,HNMT,EBP,DTL,KCNMB4,P2RX5,ZFP36L2,C9orf46,COL11A1,ATP2B4,KIAA1279,SHISA5,,,SETX,,HEATR2,NLN,IARS,DDIT4,RPL23,ERO1L,GCH1,DNPEP,HK1,CYP1B1,BID,CDH11,C9orf91,NEO1,TMEM97,CCDC22,FABP4,CCS,PSMD14,,SEMA6D,CTBP2,CENPE,,,EGFR,,FHDC1,SLC22A16,HIVEP1,HERC6,,FAP
HLA-B,IL11,EIF2AK1,EEF1E1,PPP2R3B,POU2AF1,DAGLA,HPN,CRELD2,ATXN1,LIN7A,PRKAR2B,,,SLC33A1,,RBM28,SLC25A19,ILF2,DEPDC5,,FAM13A,GCNT1,ETV1,HSP90B1,CDH1,BYSL,CLNS1A,CACNA1D,POLD1,TP63,CCNE2,FABP5,CDK7,SMC4,,C10orf61,CXCL1,CENPF,,,FEM1C,,SH3RF2,VSTM4,HOXA11,HIVEP2,,FBLN1
HLA-C,INCENP,EIF4E2,ENPP4,RRM2,PPP1CB,CACNA1E,DIAPH3,CUL4B,BACH1,MAGED2,MCM2,,,SLC38A2,,ATAD3A,C8orf33,KIF2A,DHRS3,,FAM162A,HERC5,FOSL2,HUWE1,CNTN1,BZW2,CNN1,CACNA2D2,PREP,,CD24,FGF13,CHMP4A,SHCBP1,,TP53AP1,CXCL3,RCC1,,,FGA,,ELAC2,TMEM171,ID1,HNF4G,,EFEMP1
HLA-E,LTBP1,EPS8,EXOSC9,HMMR,RPL5,CALCR,ANKRA2,DCK,BCAR3,MLPH,GINS4,,,SLC3A2,,LYAR,CCDC86,KPNA1,DLGAP4,,FAM216A,HERC6,FST,JAG2,ITGB5,C10orf137,COL11A1,CAMTA2,RFC4,,CDT1,FHL1,CISH,APOBEC3B,,ASB6,CYB5A,CHEK1,,,FGB,,CITED4,C20orf151,IL3,HRH1,,FPR1
HLA-G,LTK,FDFT1,FEN1,CKS2,CCL2,CASP7,PANX1,DDAH1,BNIP3L,PCBP2,SOX2,,,SMAP1,,POLR3B,SLC52A2,NCBP1,DSC2,,FAM60A,HLA-B,GBP1,LAMB2,PON3,C10orf2,COX7A1,CDK5RAP3,MAP2K4,,CFLAR,FPR1,COX7C,E2F1,,TUFM,CYP27B1,CKS2,,,FGG,,NUDT14,CNIH3,ITGA5,IL15,,FRZB
ICAM1,SMAD7,FHL1,GAL,DSCC1,SEC13,CD59,DUS2L,DIP2C,BTG1,PFDN5,TRUB2,,,TERF2IP,,NCLN,CDCA7,DRG1,DUSP4,,FBXO16,HLA-C,GCH1,LAMC1,HOXC13,C17orf90,COX7C,CIRBP,AURKA,,CHAC1,GABPB1,COX8A,CDC45,,CLCN7,DKC1,COL9A3,,,GFPT2,,PROM2,FAM92A1,JMJD1C,IL8,,GJB5
IL13RA1,MAGOH,FKBP1B,GINS2,PLK1,SOD2,CDH3,SLC7A6,DLG3,C1orf106,RAB11A,APOH,,,TMEM106B,,CRELD2,PGAM5,PPP1R8,EGFR,,FEM1C,IFI30,GPD2,MAP4,ID4,C1QBP,CSE1L,COPB1,TAP1,,CLDN3,GBP1,CTBP2,CENPE,,TSC22D1,DNAJC12,CLDN7,,,GRAMD4,,C10orf35,FKBP10,JUN,ISG20,,HBB
INPP1,MYBL1,FOS,GINS3,C16orf59,SSR1,CDH18,HLA-F,DNAJC6,C1orf116,RHOB,CARHSP1,,,WARS,,GRPEL1,,PSMD12,EGR1,,FER1L4,IFI35,HERC6,MOB1A,NEDD9,C21orf59,CSRP1,COQ4,TOP2A,,CLDN4,GNG11,CUEDC2,GTSE1,,DCTN2,DNAJC9,CSE1L,,,HIC2,,FAAH2,NIM1,KCNJ9,KIAA0247,,HDC
IRS2,PDE4A,FTL,GLRB,FEN1,TCF7,CENPF,EIF6,DNAJC9,CAB39,ROGDI,NUDT21,,,YARS,,ATAD3B,,PTS,ELF3,,FOS,IFI44,IDO1,NME4,LAMB3,CCDC41,CSTF3,CTR9,TUBA4A,,CLDN8,CXCL1,CYP2B6,MYBL2,,DUSP6,DNTTIP2,CTPS,,,HRH1,,SMPDL3B,FREM1,KIAA0182,KIAA1609,,HMGA1
KANK2,PLA2G4A,G6PD,GMNN,CENPQ,TRIP6,CETN1,CXCL14,DONSON,CALM1,RSAD1,RAD18,,,,,SPRYD3,,RAN,ERAL1,,HEY1,IFI44L,IFI30,NOTCH3,IL6,CCDC86,CYBA,CX3CR1,BTG2,,COIL,CXCL3,CYP4B1,H2AFZ,,TRIM13,DPYSL2,CTSL2,,,IGFBP1,,SLC25A39,C12orf50,KIAA0247,KIAA1609,,HPCAL1
LIMS2,PTGS2,GCH1,HIST1H2BK,VRK1,F8A1,CFL2,IGF1,DPYSL2,CALM2,SLC1A4,ATP7B,,,,,ARMC6,,ABCE1,ERBB2,,HK2,IFI6,IFI35,OCRL,EPAS1,CCT2,CYC1,CYBRD1,RNF103,,COL11A1,HIF1A,DHPS,DTL,,PTPRM,DTL,DHCR7,,,IL1RAP,,SLC38A1,JAM2,KLF10,LYRM1,,CYR61
LMOD1,RFX2,GCNT1,INTS7,FAM64A,LMO4,CTSC,NUP155,DTL,CALM3,SLC35A1,DARS,,,,,BRI3BP,,SFPQ,FASN,,IFRD1,IFIT1,IFI44,PFKP,MTUS1,CCT3,CYP1B1,DACH1,GGH,,COL4A3BP,HMGCS1,DNAJA3,KIAA0101,,COMP,DUSP1,DKC1,,,IL4R,,C1orf74,LRFN5,KLF7,MMP12,,IL1B
LYN,RRM1,GLUL,ISG20L2,OAS3,RRP1,CHEK1,PLAU,DYRK2,CAMK2N1,SNX2,BST2,,,,,,,SRSF2,FOXF1,,INSIG2,IFIT2,IFI44L,PLOD3,EFNA1,CCT4,DAB2,DDX17,PTTG1,,COPA,HMMR,EAPP,UBE2S,,THSD7A,DUSP5,DNMT3B,,,IL6R,,SERINC2,LIX1L,LEMD3,MREG,,IL13RA2
MACROD1,CCL23,GNAI2,ITPKC,NUSAP1,RTCD1,CHKA,NT5DC1,EHF,CANT1,SOX13,HDAC1,,,,,,,SRSF7,FOXO1,,KDM3A,IFIT3,IFI6,PRKCD,TGFA,CCT5,DDX1,DEAF1,TRIP13,,CORO2A,HMOX1,ELOVL5,CDCA3,,ATP9B,DUSP6,DPH2,,,ITGB4,,LYPD5,PTH2,LIMK2,MT1X,,IDO1
N4BP2L1,SGK1,GOLPH3L,KCTD12,CDT1,ZNF259,CLU,VAC14,EIF2AK2,CCDC93,SPDEF,MED14,,,,,,,TRA2B,GGA1,,LDHA,IFIT5,IFIT2,PTPRF,CEACAM6,CCT8,DEFA6,DMXL1,TCEAL1,,CSPG5,HOXC8,EMP2,ECT2,,WDR73,EEF1E1,E2F1,,,KIAA1199,,RAB3IP,CLDN15,LUZP1,MYD88,,INHBA
NFKBIA,SLC9A5,GPI,KIAA0020,BCL2L12,SLC5A6,CCR1,MATK,ENPP4,CCNG2,SSH3,VASH2,,,,,,,UAP1,GGT1,,LGALS8,IFITM1,IFIT3,PXN,NPTX1,CD3EAP,DHODH,DOC2A,KIF23,,CST6,HPRT1,ESR1,CDCA8,,ZMYND8,EEF2,E2F3,,,LBP,,STRC,BHLHE22,MAPK4,NECAP2,,KRT6A
OPTN,SLCO2A1,GRHPR,LEF1,BIRC5,MTMR2,COL4A5,ACTL8,EZH2,CCNL1,ST3GAL6,RPS3,,,,,,,TAF9,GPR137,,LOXL2,IL15,IFIT5,RAB25,TYMP,CDC123,CYB5R3,DUSP4,NPEPPS,,DDX3X,IDH2,EXOSC4,NCAPH,,ECE1,EGR3,ERF,,,LDLR,,FAM46B,RAB8B,MARK2,NFE2L3,,KRT6B
PTEN,SMARCD3,GSN,MCM10,GLA,MPZL1,COL4A6,NUTF2,FEN1,CCNT2,ST6GALNAC2,G3BP1,,,,,,,TFAM,GRB7,,NAMPT,IRF1,IFITM1,RBPMS,DUSP4,CDK4,DPP4,ECHDC2,KIAA0040,,DIP2C,IGFBP4,EZR,RAD51AP1,,MYH11,EIF3J,EZH2,,,LRP12,,B4GALNT4,CYB5D1,MAST2,NINJ1,,KRT34
RBPMS,SNAI1,HCFC1R1,MCM2,POLQ,ZMYM5,COL9A2,FAM119A,FGF13,CD24,TFF3,SMNDC1,,,,,,,TSN,HDAC11,,NDRG1,IRF7,IL15,RGL2,DSP,CEBPZ,DUSP1,EFHC1,UBE2C,,DLG3,IL6,FAAH,KIF15,,PCBP2,EIF4A1,FANCA,,,LYN,,GALNTL4,RHBDL3,MEF2D,NKX3-1,,AFF3
REPS2,SPOCK1,HEBP1,MCM3,MFI2,NOLC1,COL12A1,RLN2,FOXO3,CD44,TGFB3,CLSPN,,,,,,,UBE2D1,HK2,,NDUFB8,ISG15,IRF1,RRBP1,CYB561,CECR5,E2F5,EIF2C3,FNBP1,,DLST,IL8,FAM110B,SPAG5,,LRP4,EIF4E2,FANCG,,,MAFF,,ALOXE3,DBX2,MMP25,OAS2,,LAMA3
RNASE4,TFAP2C,HYAL2,MCM4,RFC4,C1orf38,COMT,TUBA4A,GABRP,CDH11,TIMM17B,SEC61G,,,,,,,UCHL3,HLA-DOB,,OXSM,ISG20,IRF8,SERINC3,,CHCHD8,S1PR1,ELAC2,SLC39A6,,DNAJB1,INSIG1,FIBP,ESPL1,,TSPAN31,ELK3,FEN1,,,MAP2K3,,C10orf47,DACT3,NUAK1,OGFR,,LAMC2
SCARA3,TFRC,IDH1,MCM5,EXO1,CEP57,CPOX,CYCS,GCH1,CDYL,TOB1,MTL5,,,,,,,UCK2,HNRNPL,,P4HA1,JAK2,JAK2,SEZ6L2,,CLNS1A,LPAR1,EPHX2,ATAD2,,DNAJC7,KCNJ15,FKBP4,MKI67,,STMN3,ENO1,FOXM1,,,MBNL2,,FAM84B,PLEKHH2,PDGFB,OTUD4,,LTBP2
SOD2,LEFTY2,IDH2,MCM6,TFPI2,KIAA0020,CSRP2,TPX2,GFPT1,CEACAM1,TTLL4,DHX9,,,,,,,UMPS,IER2,,PDK1,LGALS8,KCTD14,SF3A2,,COG8,EGR1,ERBB3,NCAPH2,,DONSON,KRT1,FRYL,NEK2,,ITPK1,EREG,MSH6,,,MCTP1,,RDH13,LONRF2,PDZD7,PARP12,,LUM
SSPN,TGFBI,INSIG1,MSH6,MYBL2,ZNF267,CSTF1,CITED2,GINS1,CEBPB,,MT1X,,,,,,,YWHAH,ILVBL,,PEX11A,LY6E,LAP3,SPATA20,,CSE1L,EIF2S1,ERBB4,FAM198B,,DTL,KRT6B,GALNT10,TOP2A,,RPS6KA5,ESD,HDAC2,,,NAMPT,,TMEM237,HSPB6,PIM1,PHF11,,MSMB
ST6GALNAC2,TRO,LANCL1,NASP,NDC80,SEMA4D,CTH,HPD,GLUD1,CEBPD,,YIPF6,,,,,,,SLBP,INPP5D,,PFKFB3,MX1,LPIN1,SPINT1,,CTPS,EPAS1,ESR1,MIS18A,,DUSP1,KRT34,GATA3,CDKN3,,UQCR,FBXO11,HMMR,,,NFIL3,,RHOD,PRICKLE2,PLK3,PIK3CD,,NODAL
SYNM,LRP8,LTA4H,PAICS,RAD54L,TNFSF13B,CTNND2,MRPS10,GLUD2,CEP350,,TTYH3,,,,,,,GEMIN2,IRF8,,PFKFB4,MX2,MX1,TAF10,,CYCS,FBL,FAAH,CEP55,,DYRK2,LAMA4,GCDH,RRM2,,MIER2,FEN1,HPRT1,,,NNMT,,PUSL1,TMEM176B,PPARD,PSTPIP2,,OGN
TACC1,SLC39A7,MAGED1,PCNA,TPX2,PIM2,CTSL2,ODF2,GUCY1B3,CFLAR,,MBL2,,,,,,,DEGS1,ITPKC,,PGAM1,MYD88,NHEJ1,TEAD3,,DARS,ESRRA,G6PC3,FAM214A,,EED,LMNB1,GDE1,ZWINT,,GNA11,FERMT1,HPS1,,,NPC1,,CCDC34,TMEM119,PTHLH,SLC2A6,,PCDH8
TXNIP,CHAF1B,NQO1,PMAIP1,DSN1,GLMN,CYP26A1,HIST1H1B,HES1,CLDN4,,PIH1D1,,,,,,,PSMG1,JUN,,PGK1,OAS1,NNMT,TFE3,,DDX10,EXT1,GABARAP,APH1B,,EHF,LTF,GOLM1,KIF11,,VPS36,FHL1,INCENP,,,PDE4C,,RNF144B,ESPNL,SCHIP1,SLIT2,,PDGFRL
,RAD54L,NUP93,PNO1,NCAPH,MTF2,DAG1,CGNL1,HEY1,CREB1,,ATP5H,,,,,,,NAE1,KIAA0100,,PIGA,OAS2,OAS2,TRAF4,,DDX18,F3,GATA3,LOC400043,,ENPP4,LUM,GREB1,NUSAP1,,EPHA4,FJX1,ITPR3,,,PFKFB3,,OVOL2,FAM43B,SERPINE1,SMOX,,PER1
,B4GALT4,OAT,POLD3,ARL6IP1,RRP1B,DAZL,RFWD3,HIPK3,CREB3L2,,EFTUD2,,,,,,,DDX18,KLF5,,PLOD2,OAS3,PCDH7,TXNIP,,DDX21,FABP5,GATAD1,,,ERBB3,MMP2,GRINA,CDK1,,SPG20,FSCN1,KCNN4,,,PIM1,,SCAND3,CHSY3,SKIL,SP100,,PFKFB3
,SH2D2A,ORAI3,POLE2,BUB1,WDR43,DDB1,MFAP4,HIRA,CSNK1A1,,UQCR11,,,,,,,EIF2S2,KLHL24,,PNISR,OASL,PION,UBE2E1,,DHX15,FBN1,GCDH,,,FAM129A,MYBL2,GTF3C1,KIF14,,SH3TC2,FST,KIF2A,,,PITPNC1,,CMIP,SLC22A23,SMAD7,SRPK1,,PITX1
,PIGL,PEBP1,POLE3,CHRD,PSME4,DDX10,BTN2A1,HSP90AA1,CXCR7,,MVP,,,,,,,NOLC1,KMO,,PPFIA4,OGFR,PLSCR1,UBR5,,DKC1,EFEMP1,GLS2,,,FAM20B,NPR3,HSD17B8,CENPF,,RSF1,G0S2,KIF11,,,PLAUR,,FAM83F,UBTD2,SP2,TNFAIP2,,PML
,DLGAP5,PGD,POLR1E,PARP4,REXO2,DMD,IGF2BP3,INPP5F,DAAM1,,GDF3,,,,,,,SOCS6,KRT15,,PRPF39,PLSCR1,PMAIP1,YWHAB,,DLEU1,FNTA,HEXIM1,,,FERMT2,ODC1,IGFBP2,ASPM,,PRKRIR,GAL,KIFC1,,,PPAP2B,,SERTAD4,SH3KBP1,SPEN,TNFAIP3,,PNLIPRP2
,WDHD1,PIAS1,POLR3K,KIF20A,DCAF4,DPP4,FAM113B,JAK2,DDIT4,,PABPC1,,,,,,,EEF1E1,KRT7,,RAB9A,PML,PPA1,ZNF467,,DNAJA1,GART,HHAT,,,FKBP5,PDK3,IL6ST,TTK,,CLNS1A,GAS2L1,LAD1,,,RAB31,,KLC3,SCLT1,TCF7,TNFAIP6,,S100A8
,MAST1,PLEKHF2,PPAT,TTK,SERBP1,DSG2,REEP6,JUND,DGKA,,UCHL1,,,,,,,LCMT2,LDLR,,RIOK3,PSMB9,PRRG1,,,DNTTIP2,GK2,HMGCL,,,FOXC1,ENPP2,INTS5,PRC1,,SFRS1,GINS3,STMN1,,,RAI14,,ARHGEF3,OAF,TUFT1,TNFRSF11B,,SAA4
,DAAM1,POLR2L,PRIM1,WDHD1,LAMP3,E2F3,NIP7,LIMCH1,DGKA,,GTF3C2,,,,,,,RBM8A,LY75,,RLF,RNF114,PSMB9,,,DZIP1,GLS,IDUA,,,GABPA,PF4,KIAA1467,KIF4A,,3/7/2007,GNE,LMNB1,,,RBMS1,,KIAA1522,PI16,UBTF,TRAF1,,CCL2
,KANK1,PPP1R7,PRPF4,ECT2,EML4,EDA,POLR3A,LMNB1,DKK1,,EIF3L,,,,,,,HNRPDL,MACROD1,,RNMT,RSAD2,RARRES3,,,EBNA1BP2,CXCL1,IFT88,,,GABRP,SERPINE2,KRT19,MELK,,DRAP1,H2AFZ,EPCAM,,,SAMD4A,,C19orf46,HSPA12B,VGLL4,TRIM21,,TGFB2
,MMD,PRPS2,RFC3,GSG2,SLC43A3,EDN1,SHCBP1,LRRC1,DLG1,,SF3B14,,,,,,,UBA2,MAFF,,SLC25A36,RTP4,RNF114,,,EDNRA,H2AFX,IKBKB,,,GADD45B,PIK3CA,KTN1,AURKA,,GPKOW,HBEGF,MAD2L1,,,SBNO2,,COMTD1,LRRC15,WEE1,,,THBS1
,RAD54B,RABGAP1L,RFC4,STMN1,VPREB3,EHHADH,RPE,MANEA,DOCK4,,PPP4C,,,,,,,TIMM17A,MB,,SLCO4A1,SECTM1,RNF19B,,,EEF1E1,H2AFZ,IVD,,,GCH1,PLCB4,LCMT1,HJURP,,MGST3,HEBP1,MAFG,,,SEMA4C,,SYTL1,YPEL2,ZBTB1,,,TLR2
,DNM3,RGS2,RIBC2,DTL,TRPM5,ERBB4,CTNNBL1,MAPK9,DSC2,,IDH3G,,,,,,,FAM3C,MCTP2,,SNAPC1,SLC15A3,RSAD2,,,EIF2B1,HLA-G,KBTBD10,,,GLUD2,POLE2,MAX,KIF20A,,TUBB2C,HERPUD1,MCM4,,,SERPINE2,,RIPK4,ZCCHC24,ZBTB39,,,UGT2B17
,FBXO24,RPA1,RMI1,TIMELESS,NRBF2,FBLN1,POLI,MBD4,DST,,BEX1,,,,,,,HMGN4,MED1,,SOX9,SLC25A28,RTP4,,,EIF2S1,HMGB1,KCND3,,,GLUL,PPARG,MCCC2,UBE2C,,HLTF,HHEX,MKI67,,,SFN,,MARVELD3,DOCK11,ZC3H12A,,,ZIC2
